Name,Undergrad School,Graduate School,Current Company,Current Title,Previous Companies,Previous Titles,Linkedin,EXIT,FOUNDER,STARTUP,UNDERGRAD,GRADUATE,COMPANY,SENIORITY,EXPERTISE,feature_vector
Kedan Li,Y Combinator,University of Illinois Urbana-Champaign,Revery.AI,Co-Founder / CEO,"['Pinterest', 'JD.COM', 'Fitbit', 'Fitbit']","['Research Intern', 'Research Intern', 'Software Engineer', 'Software Intern']",https://www.linkedin.com/in/kedanli,0,0,2,1,1,1,1,3,[1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0]
Min Jin Chong,University of Illinois Urbana-Champaign,,University of Illinois at Urbana-Champaign,Research Assistant,"['Revery.AI', 'Google', 'ByteDance', 'Corporal']","['Chief Science Officer', 'Research Intern', 'Research Intern', 'Combat Engineer']",https://www.linkedin.com/in/min-jin-chong-ab566212a,0,1,2,1,0,2,1,3,[1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0]
Jeffrey Zhang,"University of California, Berkeley",University of Illinois Urbana-Champaign,Revery.AI,Co-Founder/COO/CSO,"['University of Illinois at Urbana-Champaign', 'Amazon Web Services (AWS)', 'Tencent America', 'University of California, Berkeley', 'University of California, Berkeley', 'Vercury Inc.', 'Vercury Inc.']","['Researcher', 'Applied Scientist', 'NLP Researcher', 'Reseacher', 'Researcher', 'Computer Vision Intern', 'Computer Software Intern']",https://www.linkedin.com/in/jeffrey-zhang-5a8030aa,0,0,2,3,1,1,1,1,[0 0 1 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Alexander Baikovitz,Carnegie Mellon University's College of Engineering,Carnegie Mellon University School of Computer Science,Mach9,Co-Founder and CEO,"['NASA Ames Research Center', 'Carnegie Mellon University', 'Carnegie Mellon University', 'X, the moonshot factory', 'SpaceX', 'SpaceX', 'GE Aviation', 'Bank of America']","['Space Technology Research Fellow (NSTGRO)', 'Graduate Student Researcher', 'Undergraduate Robotics Researcher', 'Software Engineering Intern', 'Vehicle Engineering Intern', 'Production Engineering Intern', 'Quality and Manufacturing Engineering Intern', 'Student Leader Intern']",https://www.linkedin.com/in/alexbaikovitz,0,1,3,1,1,1,1,3,[1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1]
Haowen Shi,Carnegie Mellon University,Carnegie Mellon University,Mach9 Robotics,Co-Founder,"['Apple', 'Carnegie Mellon University', 'Apple']","['CoreOS Performance Tools & Infrastructure Intern', 'Undergraduate Research Assistant', 'OS Performance Intern']",https://www.linkedin.com/in/haowensh,0,0,1,2,1,1,1,1,[0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Josh Spisak,University of Pittsburgh School of Computing and Information,,MIT-PITT-RW,"Team Lead, Chief Engineer, Advisor","['Mach9 Robotics', 'Near Earth Autonomy', 'Carnegie Mellon University', 'Best Buy']","['Principle Robotics Engineer / Founding Member', 'Intern', 'Research Assistant', 'Apple Master/Sales Associate']",https://www.linkedin.com/in/josh-spisak-b573b972,0,1,3,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1]
Andrés Kemeny,,,Examedi (YC S21),Co-Founder & CTO,"['DILL', 'Roier.ai']","['Software Engineer Intern', 'Software Engineer Intern']",https://www.linkedin.com/in/andres-kemeny,0,0,2,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0]
Juan Pablo Zepeda Nuñez,,,Examedi,Co-Founder & COO,"['Houm (YC W21)', 'Houm', 'Grupo de Empresas Navieras', 'Pontificia Universidad Católica de Chile', 'Capítulo Estudiantil de Ingeniería Industrial y de Sistemas CEIINS UC', 'Pontificia Universidad Católica de Chile', 'Telectcal']","['Head Of Logistics', 'Operations ', 'Control and Project Management Analyst', 'Teaching Assistant', 'Co-Founder and President', 'Teaching Assistant ', 'Ayudante de maestro electromecanico']",https://www.linkedin.com/in/juan-pablo-zepeda-nuñez-38423570,0,1,2,1,0,1,2,1,[1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Simon Ward,University of Cape Town,,FloatPays,Founder and CEO (YC S21),"['Founders Factory Africa', 'Prodigy Finance', 'takealot.com', 'PhotoBox', 'Moonpig', 'Rakuten.co.uk (formerly Play.com)', 'Play.com', 'Play.com', 'TWI', 'Various']","['Entrepreneur In Residence', 'CTO', 'VP Engineering (interim)', 'Deputy Group CTO', 'CTO', 'Chief Architect', 'Chief Architect', 'Software Development Manager', 'Senior Project Leader - Software Development', 'Consultant Engineer']",https://www.linkedin.com/in/wardsimon,0,1,3,1,0,1,3,3,[1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 1]
Aditya Haripurkar,Middlesex University,INSEAD,HitPay ,Co-Founder and CEO,"['Sparkline', 'Royal Bank of Scotland Business', 'Barclays Investment Bank', 'Bloomberg LP']","['Account Manager', 'Analyst, Portfolio Optimisation', 'Analyst, EM Asia Interest Rate Derivatives ', 'Summer Intern']",https://www.linkedin.com/in/adityaharipurkar,0,3,3,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Nitin Muthyala,Vellore Institute of Technology,National University of Singapore,HitPay ,Co-Founder and CTO,"['DBS Bank', 'DBS Bank', 'Ohanae', 'IFIS Asia Pte Ltd']","['Senior Associate', 'Associate', 'Software Engineer', 'Intern - Android Developer']",https://www.linkedin.com/in/nitinmuthyala,0,3,3,1,1,1,2,3,[1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Spencer Levitt,Northwestern University,,Coast (YC S21),Co-Founder,"['Streamline Tutors', 'Federal Public Defender', 'Under Armour']","['Web Developer', 'Summer Intern', 'Process and Engineering Team']",https://www.linkedin.com/in/spencer-levitt,0,0,1,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0]
Austin Pager,Northwestern University,,Coast,Co-Founder,[],[],https://www.linkedin.com/in/austin-pager,0,1,1,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Joel Sercel,,,Trans Astronautica Corporation,President & CEO,"['Momentus', 'ICS Associates Inc.', 'California Institute of Technology', 'California Institute of Technology', 'California Institute of Technology', 'US Air Force', 'Jet Propulsion Laboratory / NASA', 'JPL']","['Chief Technology Officer', 'Founder and Principal Engineer', 'Research Staff', 'Senior Manager, Technical Staff', 'Visiting Faculty Lecturer and Director of Laboratory for Spacecraft and Mission Design', 'IPA - Senior Government Official', 'Principal Engineer and Project Manager', 'Member of Technical Staff, Technical Group Leader, and Program Manager for Spacecraft Technology']",https://www.linkedin.com/in/joelsercel,0,3,3,1,0,1,3,3,[1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 1]
Jordan Kobert,University of Michigan - Stephen M. Ross School of Business,University of Michigan - Stephen M. Ross School of Business,The Breakaway,CEO & Co-founder,"['Truckee Craft Ventures', 'Urbandoor', 'Strava, Inc.', 'Google', 'Ztail.com', 'HomeGain.com', 'The San Francisco Chronicle', 'AECOM']","['Chief Operating Officer', 'Head of Product', 'Head of Business Development/Commerce', 'Strategic Partnerships, Mobile', 'Co-Founder, COO', 'Director of Business Development & Revenue', 'Strategic Operations Manager', 'Consultant']",https://www.linkedin.com/in/jordankobert,0,3,3,1,1,2,2,3,[1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Kyle Yugawa,,,The Breakaway,Co-Founder,"['Tempo', 'VSCO®', 'Strava', 'Odopod', 'AKQA', 'ATTIK', 'Amorphic design']","['Product designer', 'Product design lead', 'Product design lead', 'Senior Designer', 'Designer', 'Mid level interactive designer', 'web designer']",https://www.linkedin.com/in/kyleyugawa,0,1,3,1,0,1,2,3,[1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1]
"Ishita M. Shah, Ph. D.","St. Xavier's College, Ahmedabad",The Maharaja Sayajirao University of Baroda,Matrubials Inc.,Co-founder and Chief Executive Officer,"['Genentech', 'Genentech', 'Columbia University', 'Hillman Cancer Center']","['Senior Bioassay Developer', 'Senior Infectious Diseases Researcher', 'Postdoctoral Scientist', 'Postdoctoral Associate']",https://www.linkedin.com/in/ishita-m-shah-ph-d-a6a9664,0,3,3,1,1,1,2,1,[1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Bruce German,,,UC Davis,Distinguished Professor,['Nestlé S.A.'],['Scientific Advisor'],https://www.linkedin.com/in/bruce-german-2632a28,0,0,1,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Carlito Lebrilla,UC Irvine,"University of California, Berkeley","University of California, Davis",Distinguished Professor of Chemistry,"['University of California, Davis', 'University of California, Davis', 'University of California, Davis']","['Professor Of Chemistry', 'Associate Professor', 'Assistant Professor']",https://www.linkedin.com/in/carlito-lebrilla-9166429,0,3,2,1,3,1,1,1,[1 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0]
David A. Mills,University of Wisconsin-Madison,University of Minnesota,one.bio,Co-Founder,"['University of California, Davis', 'University of California, Davis', ""NC State's Department of Food, Bioprocessing and Nutrition Sciences"", 'INCStar Corporation', 'University of Wisconsin-Madison']","['Associate Professor', 'Assistant Professor', 'Postdoctoral Researcher', 'Research Assistant', 'Research Technician']",https://www.linkedin.com/in/david-a-mills-82256b4,0,0,1,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Samanyou Garg,The University of Manchester,,Writesonic,Founder and CEO,"['Deloitte Digital', 'Deloitte Digital', 'Zesture', 'The University of Manchester', 'Vertex Pharmaceuticals', 'Appisode Studios']","['Full Stack AI Developer', 'DevOps Engineer', 'Founder', 'Hornet Representative', 'Application Developer', 'Founder & App Developer']",https://www.linkedin.com/in/samanyougarg,0,3,3,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Sharud Agarwal,The University of Texas at Austin,,Akute Health,Founder & CEO,"['Qualcomm', 'Qualcomm', 'The University of Texas at Austin', 'The University of Texas at Austin', 'The University of Texas at Austin', 'Qualcomm', 'Eta Kappa Nu, Psi Chapter', 'Eta Kappa Nu, Psi Chapter', 'LyondellBasell', 'Ketra Inc. (formerly Firefly Green Technology)']","['Senior Engineer', 'Engineer', 'Student Staff Leader - Engineering Career Assistance Center', 'Engineering Student', 'Student Staff, Engineering Career Assistance Center', 'Electrical Engineer Intern', 'President', 'Corporate Director', 'Electrical Engineer Intern', 'Intern']",https://www.linkedin.com/in/sharud-agarwal,0,3,3,1,0,1,2,3,[1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Sasha Miagkyi,MIT Sloan School of Management,MIT Sloan School of Management,outloud.ai,Co-Founder,"['Restaurant Brands International', 'McKinsey & Company', 'Dragon Capital']","['PM -> Lead', 'MBA Summer Consultant', 'Investment Banking']",https://www.linkedin.com/in/oleksandr-miagkyi,0,1,2,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Igor Shelvinskyi,,Kyiv Polytechnic Institute,outloud.ai,Co-Founder,"['FeedStock', 'HSBC', 'Zoral', 'World data center for Geoinformatics and Sustainable Development']","['Head of Data Science', 'Senior ML Engineer', 'ML Engineer', 'Researcher']",https://www.linkedin.com/in/igor-shelvinskyi-96055249,0,1,2,1,1,1,2,3,[1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 1 0]
Vincentius Dito Krista Holanda,INSEAD,INSEAD,SIRKA (YC S21),Co-Founder COO,"['OVO (PT Visionet Internasional)', 'OVO (PT Visionet Internasional)', 'OVO (PT Visionet Internasional)', 'INSEAD', 'A.T. Kearney', 'UBS', 'Schlumberger', 'Schlumberger', 'Schlumberger', 'Schlumberger', 'The Boston Consulting Group']","['Head of Strategy and Business Planning', 'Head of Growth - Insurance', 'Head of OVO for Business', 'MBA Student', 'Summer Associate', 'Equity Research Summer Analyst', 'Directional Drilling Engineer', 'Senior Field Engineer', 'Junior Field Engineer', 'Field Engineer Trainee, Measurement/Logging While Drilling', 'Summer Analyst']",https://www.linkedin.com/in/dito-holanda,0,0,3,1,1,1,2,3,[1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1]
Gus Trigos,Hult International Business School,Hult International Business School,Mentum,Co-Founder & CEO,"['BlackRock', 'Newday Impact Investing', 'Newday Impact Investing', 'Bright Inc']","['Analyst, Quantitative Investment Group', 'Lead Quantitative Analyst', 'Quantitative Analyst', 'Intern']",https://www.linkedin.com/in/gustavoatrigos,0,1,2,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Gabriel Spencer-Harper,,,Meticulous,CEO and co-founder (hiring senior software engineers),"['Dropbox', 'Opendoor', 'SwiftKey, Microsoft Research']","['Software Engineer', 'Software Engineer', 'Software Engineering Intern']",https://www.linkedin.com/in/gabrielsharper,0,1,3,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1]
Anushree Goenka,Indian Institute of Management Ahmedabad,Indian Institute of Management Ahmedabad,Spark Studio,Co-Founder and CEO,"['Swiggy', 'Scroll Media', 'Scroll Media', 'Monitor Deloitte', 'Monitor Group', 'Goldman Sachs']","['AVP, Business Strategy', 'Chief Revenue Officer', 'Director, Operations', 'Manager', 'Senior Consultant', 'Summer Intern']",https://www.linkedin.com/in/anushreegoenka,0,1,3,1,1,1,3,1,[1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 1]
Namita Goel,,,Spark Studio,Co-Founder,"['LEAD School', 'LEAD School', 'Uplift Education', 'Confederation of Indian Industry', 'Teach For India', 'Cybermedia (I) Ltd.', 'Jasubhai Media Pvt. Ltd.', 'Times of India']","['Vice President, Academic Strategy', 'Director Of Curriculum Development', 'Educator/ MYP trained', 'Deputy Director, India@75', 'Fellow', 'Assistant Editor', 'Copy Editor', 'Freelance Journalist']",https://www.linkedin.com/in/namita-goel-33918b5,0,1,3,1,0,1,2,1,[1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1]
Kaustubh Khade,,,Spark Studio,"Co-Founder, CPO","[""BYJU'S"", ""BYJU'S"", ""BYJU'S"", ""BYJU'S"", 'dailyhunt (Versé Innovation Pvt Ltd)', 'PaddleHard', 'Purple Squirrel Eduventures', 'AppsDaily', 'Geodesic Limited', 'Google', 'Ernst & Young']","['Associate Vice President', 'Director of Product Management', 'Principal Product Manager', 'Senior Product', 'Sr. Product Manager', 'Founder', 'Sr. Product Manager / Sales Head', 'Product Manager', 'Developer / Analyst / Product Management', 'Campus Ambassador', 'Intern, Risk Advisory Services']",https://www.linkedin.com/in/kaustubhkhade,0,1,3,1,0,2,3,3,[1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 1]
Jyothika Sahajanandan,"Government Engineering College, Thrissur",Indian Institute of Science (IISc),Spark Studio,Co-Founder & Head of Engineering,"['Spark Studio', ""BYJU'S (Think & Learn Pvt. Ltd.)"", ""BYJU'S (Think & Learn Pvt. Ltd.)"", 'Housing.com', 'Zynga', 'Zynga']","['Principal Software Engineer', 'Principal Software Engineer', 'Senior Software Engineer', 'Senior Software Engineer', 'Software Engineer', 'Associate Software Engineer']",https://www.linkedin.com/in/jyothikas,0,1,3,1,1,1,3,3,[1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 1]
Julian Englert,Karlsruhe Institute of Technology (KIT),EPFL,Adaptyv Bio,Co-Founder and CEO,['Xsensio '],['R&D Engineer'],https://www.linkedin.com/in/julian-englert,0,1,2,1,1,1,1,3,[1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0]
Daniel Nakhaee-Zadeh Gutierrez,University of Leeds,EPFL,Adaptyv Biosystems,Co-Founder,"['Harvard University', 'AlveoliX ', 'EPFL (École polytechnique fédérale de Lausanne)', 'EPFL (École polytechnique fédérale de Lausanne)', 'iGEM Competition', 'EPFL (École polytechnique fédérale de Lausanne)', 'EPFL (École polytechnique fédérale de Lausanne)', 'Healthcare Technologies Co-operate Foundation (HTCf)', 'KAIST', 'University of Leeds', 'University of Leeds']","['Master Research', 'Bioengineering Intern', 'Research Collaborator - PBL (Programable Biomaterial Laboratory)', 'Research Collaborator - LBI (Laboratory of Biomaterials for Immunoengineering)', 'Logistic Manager and Researcher', 'Research Collaborator - LCSB (Laboratory of Computational Systems Biotechnology)', 'Delegate', 'Steering Committee Member', 'Research Intern', 'Research Intern', 'Research Intern']",https://www.linkedin.com/in/danielnzg,0,1,2,1,1,1,1,3,[1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0]
Riley O'Donnell,The University of Queensland,,Endla,Co-Founder,"['Self employed', 'ExxonMobil', 'Santos Ltd', 'Santos Ltd', 'Redflow Energy Storage']","['Academic Tutor', 'Undergraduate Production Surveillance and Optimisation Engineer', 'Undergraduate Process & Optimisation Engineer', 'Undergraduate Reservoir Engineer', 'Undergraduate Researcher']",https://www.linkedin.com/in/rileyodonnell-1,0,3,3,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Michael Moore,The University of Queensland,,Endla,Co-Founder & CTO,"['Itoc', 'Itoc', 'Private Highschool Tutoring', 'UQ Beer and Rum Society', 'Brisbane Grammar School', 'Brisbane Grammar School', 'AAOK Parks', 'Self-Employed', 'St Ritas College Clayfield', 'Sprout Research', 'Coles']","['AWS Well Architected Program Lead', 'Cloud Engineer / Cloud Operations Team Lead', 'Mathematic, Physics and Chemisty Tutor', 'Treasurer & Technology Manager', 'Volleyball Coach', 'Public Purpose Assistant', 'IT Manager', 'Freelance Web Designer', 'Volleyball Coach', 'Data Entry', 'Grocery']",https://www.linkedin.com/in/michaelmoore1997,0,1,1,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0]
Chris Cardé,,,HeyCharge,Founder and CEO,"['E.ON', 'Google', 'Bed Sense', 'Google', 'Google', 'Mercedes-Benz Research & Development North America, Inc.', 'Mercedes-Benz Research & Development North America, Inc.', 'Mercedes-Benz Research & Development North America, Inc.', 'UC Davis Hybrid Electric Vehicle Center']","['Vice President Technical Solutions', 'Technical Program Manager, Android Auto', 'Founder & CTO', 'Technical Program Manager, Better Mobility', 'Technical Program Manager, Google Maps Automotive', 'Product Manager and Technical Lead: smart drive app for the iPhone', 'Senior Systems Engineer', 'Systems Engineer', 'Researcher and Team Leader']",https://www.linkedin.com/in/pilotchris,0,1,3,1,0,2,2,3,[1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1]
Dr. Robert Lasowski,,,HeyCharge,Co-Founder & Chief Business Development Officer,"['ERGO Mobility Solutions (Munich RE Group)', 'SIXT', 'Capgemini', 'Ludwig-Maximilians-Universität (LMU) München', 'NTT DATA Corporation', 'BMW Group']","['Chief Technology Officer (CTO)  - Smart Mobility', 'Executive Manager - Mobility Innovations', 'Senior Managing Consultant - Automotive ', 'PHD Student - Connected Cars', 'Senior Project Manager - Smart Mobility', 'Senior Produktmanager']",https://www.linkedin.com/in/dr-robert-lasowski-0b60077b,0,1,2,1,0,1,3,1,[1 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 1 0]
Marcus Lima,University of Cambridge,University of Oxford,Heimdal,Co-Founder & CEO,"['QVARTZ', 'Centre for Theoretical and Computational Chemistry, University of Oslo']","['Management Consultant', 'Undergraduate Researcher']",https://www.linkedin.com/in/marcus-lima-144974101,0,0,1,1,3,1,1,1,[1 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Elena Samuylova,Y Combinator,Esade,Evidently AI ,CEO & Co-founder,"['Mechanica AI', 'Alchemist Accelerator', 'Yandex Data Factory', 'Yandex', 'Visual Meta GmbH', 'Sony', 'Synovate', 'JTI (Japan Tobacco International)']","['Co-Founder & Chief Product Officer', 'Member (Class XXI)', 'Director Of Business Development', 'Head of Startup Ecosystem ', 'Business Development Associate', 'External Strategy Consultant', 'Market Research Analyst', 'Management Trainee ']",https://www.linkedin.com/in/elenasamuylova,0,2,3,1,1,1,2,3,[1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 1]
Emeli Dral,Peoples’ Friendship University of Russia,Yandex School of Data Analysis,Evidently AI ,Co-founder & CTO,"['Mechanica AI', 'Yandex School of Data Analysis', 'Moscow Institute of Physics and Technology (State University) - MIPT, Phystech', 'Yandex Data Factory', 'Yandex Data Factory', 'Yandex Data Factory', 'Yandex', 'Rambler', 'Yandex']","['Co-founder & Chief Data Scientist ', 'Visiting Lecturer', 'Senior Lecturer', 'Chief Data Scientist', 'Head of Predictive Analysis Group', 'Data Scientist', 'Data Scientist', 'Software Developer ', 'Data Analyst']",https://www.linkedin.com/in/emelidral,0,3,3,1,1,1,2,1,[1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Emilien Sanchez,,Arts et Métiers - École Nationale Supérieure d'Arts et Métiers,Whaly (YC S21),Co founder,"['mediarithmics', 'Bugyard', 'Schneider Electric', 'Schneider Electric', 'Rougier & Plé Graphigro', 'SIG', 'Staubli']","['Product Manager ☁️', 'Co-Founder', 'Innovation&Incubation Project Manager', 'PMO Assistant', 'Assistant Release Manager', 'Junior Project Manager - Electric Distribution Network', 'Industrial Placement on a Production Line']",https://www.linkedin.com/in/emiliensanchez,0,2,2,1,1,1,1,3,[1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0]
Florian Buguet,HEC Montréal,University of Warwick - Warwick Business School,Whaly,Co-Founder & COO,"['mediarithmics', 'mediarithmics', 'mediarithmics', 'Deloitte', 'Accenture', 'Dassault Systemes', 'Club de Consultation en Management (CCM) - HEC Montréal', 'SECOR']","['Head of Customer Success', 'Senior Customer Success Manager', 'Customer Success Manager', 'Associate - Restructuring Services', 'Business Analyst - Management Consulting', 'Analyst (Intern)', 'Vice-President Consulting', 'Analyst (Intern) in Strategic Consultancy']",https://www.linkedin.com/in/florian-buguet-a1150812,0,0,2,1,1,1,2,1,[1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Pierre de Poulpiquet,Lycée Jean Baptiste Say,,Whaly (YC S21),Co-fondateur,"['mediarithmics', 'mediarithmics', 'BearingPoint', 'Air Liquide', 'AUT University']","['Product Manager', 'Customer Sucess Manager', 'Consultant', 'Assistant chef de projet', 'Assistant chercheur']",https://www.linkedin.com/in/pierre-de-poulpiquet-28ba1a95,0,1,2,1,0,1,1,3,[1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0]
Zach Bijesse,University of North Carolina at Chapel Hill,,Payhippo,Co-Founder,"['Lidya', 'Success Academy Charter Schools', 'West Africa Vocational Education (WAVE)', 'GuideVine', 'SlimmerMe', 'University of North Carolina at Chapel Hill']","['Investment Officer', 'Math Teacher', 'Summer Analyst', 'Summer Analyst', 'Founder', 'Personal Trainer']",https://www.linkedin.com/in/zbijesse,0,3,3,1,0,1,1,1,[1 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1]
Uche Nnadi,UC Santa Barbara,,Enye Inc.,Executive Director,"['PIX System', 'SeatJoy', 'Marvell Semiconductor', 'Earnest Inc.', 'MakerSquare', 'SquareTrade', 'Eat24', 'T-Mobile']","['Software Engineer', 'Co-Founder', 'UX Javascript Developer (Contract)', 'Data Platform Engineer', 'Advanced Software Engineer Development', 'Account Executive', 'Account Executive', 'Sales Associate']",https://www.linkedin.com/in/nnadi,0,2,3,1,0,1,3,3,[1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 1]
Fernando Nery Filho,Universidade Federal de Uberlândia - UFU,Universidade Federal de Uberlândia - UFU,Portão 3,Co-Founder and CEO,"['Zup Innovation', 'Zup Innovation', 'Vitta', 'Bradesco Cartões', 'AIESEC', 'AIESEC', 'Potterish.com']","['CPO', 'Product Manager', 'Co-Founder & CTO', 'Analista de Planejamento', 'Chief Information Technology and Communication Officer', 'Chairmen of the National Information Management Support Team', 'Webmaster']",https://www.linkedin.com/in/fernandonery,0,3,3,1,1,1,1,3,[1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1]
Anuraag Jain,Carnegie Mellon University,Carnegie Mellon University,Zensors,Founder,"['Future Interfaces Group', 'Terminal.com (Acquired by Udacity)', 'Palantir Technologies', 'Live Vibe', 'L&T Infotech', 'Games2win India Pvt Ltd']","['Visiting Scholar', 'Director of Product & Engineering', 'Software Engineer', 'Co-founder', 'Software Development', 'Intern']",https://www.linkedin.com/in/jainanuraag,2,3,3,2,1,1,2,3,[0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 1]
Celine Tien,,,"Contributer to The New York Times, Los Angeles Times, etc. ",Opinion Writer,"['Oriental DreamWorks 东方梦工厂', 'Oriental DreamWorks 东方梦工厂', 'DreamWorks Animation', 'Y Fashion House', 'Elmseed Enterprise Fund', 'Yale Daily News', 'Aspen Insurance', 'Zoom for Kids!']","['Long Term Freelance Employee', 'Feature Development Intern', 'Development Intern', 'Co Founder & Co Head', 'Development Staffer', 'Staff Reporter', 'Intern', 'Founder and CEO']",https://www.linkedin.com/in/celine-tien-70828698,0,1,2,1,0,1,2,1,[1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 1 0]
Narae Kim,Ewha Womans University,California Institute of the Arts,Flowly,Chief Creative Officer (CCO) & Co-founder,['Pendragon Films Entertainment'],['Visual Development Artist'],https://www.linkedin.com/in/naraekim-design,0,0,1,1,1,1,1,1,[1 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0]
Jason L.,,,Atika Capital Management,Analyst ,"['Acuta Capital', 'Pacira Pharmaceuticals, Inc.', 'OrbiMed Advisors', 'Deutsche Bank']","['Analyst', 'Senior Manager, Business Development', 'Associate Analyst', 'Investment Banking Analyst']",https://www.linkedin.com/in/jason-l-14043522,1,3,3,1,0,1,2,1,[1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 1]
